2.719819819819819726e-02,3.984684684684684786e-02,3.492792792792792644e-02,2.281981981981982127e-02,2.106306306306305817e-02,4.281981981981982516e-02,1.344144144144144258e-02,7.090090090090090183e-03,2.260360360360360449e-02,3.184684684684684075e-02,1.434954954954955064e-01,2.465765765765765699e-02,1.773873873873873727e-02,4.384684684684685141e-02,1.152252252252252383e-02,2.938738738738738698e-02,3.125225225225224113e-02,7.838738738738738887e-02,3.998198198198198161e-02,9.733333333333331339e-02,6.630630630630629518e-03,4.819819819819819162e-03,2.746846846846846477e-02,3.871171171171171321e-02,3.838738738738738804e-02,3.017117117117117456e-02,1.744144144144144093e-02,1.398198198198198280e-02,1.936036036036035968e-02,2.176576576576576619e-02
4.602853611953712509e-02,6.375688124929781986e-02,2.897427255364565940e-02,5.482530052803055026e-02,7.673295135378047430e-03,4.031569486574542588e-02,1.320076395910571923e-02,9.543871475115154462e-03,2.305920683069317967e-02,2.749129311313335683e-02,1.616840804403999743e-01,3.023817548590045784e-02,8.650713402988428197e-03,4.011347039658465230e-02,1.030221323446803804e-02,3.608583305246601536e-02,3.082799685428603415e-02,5.303898438377709773e-02,4.896079092236826913e-02,7.634535445455566116e-02,2.516571171778451618e-02,1.087518256375688032e-02,1.084147848556342095e-02,3.593416470059544038e-02,3.895067969891023718e-02,1.036962139085496025e-02,8.162004269183238681e-03,1.588023817548590150e-02,1.675654420851589374e-02,1.594764633187282371e-02
5.023447219829648563e-02,1.493444348741506181e-02,7.817015982390659867e-02,4.271222126519284151e-02,2.489711934156378648e-02,4.717676332663412603e-02,1.130251698727150790e-02,1.266628385491434458e-02,1.949947363384055971e-02,2.634701885347879788e-02,1.357354770791462939e-01,2.407885922097808412e-02,1.029763613742941744e-02,2.973490286151785414e-02,8.029476504928700215e-03,3.402717963441477533e-02,3.672600248827639219e-02,6.255144032921809705e-02,5.092353335247391810e-02,3.353909465020575575e-02,4.624365968035218377e-02,1.049861230739783727e-02,2.990716815006220705e-02,2.439467891664274385e-02,4.393243372571537658e-02,2.216958560627811659e-02,1.146042683510383603e-02,3.085462723705617583e-02,1.773375442626088511e-02,9.220978084027178778e-03
2.070039283318961254e-02,3.929769090734885895e-02,6.102807320111142131e-02,3.889527642042732436e-02,2.182140461818530414e-02,1.993867969723100986e-02,1.345693206860209060e-02,6.385934655552360888e-03,4.172654977483951366e-02,2.208009964549200246e-02,1.472022611861646124e-01,5.773689757593177679e-02,1.555523617897863406e-02,3.385072338794672953e-02,1.600076650378461128e-03,6.371562709590877782e-02,3.640892976909073514e-02,6.628820542301427921e-02,3.022899300565297029e-02,1.253712752706716282e-02,6.671936380185876370e-02,1.683433936955063687e-02,1.807032672223819053e-02,2.400594040433074589e-02,4.921433362077225204e-02,2.693781738047331537e-02,7.276995305164320541e-03,1.235029222956788089e-02,1.420427325859921486e-02,1.393120628533103464e-02
4.236458027230874390e-02,3.905867371926731446e-02,2.571750416299343686e-02,1.051033401900284062e-02,4.765403075717503968e-03,5.761582917033990225e-02,1.327260260554412839e-02,1.171515329611127511e-02,1.336076011362523006e-02,2.633460671956117799e-02,1.973307865608776579e-01,4.343716328729551462e-02,7.806837104515620615e-03,3.751591732784798072e-02,6.249387795082769932e-03,6.042217651092172959e-02,4.273190322264668051e-02,4.149769810951120519e-02,4.738955823293173469e-02,9.070428053678126351e-03,1.025320795376628569e-01,1.215594083651680077e-02,1.582917033989616334e-02,1.168576746008423949e-02,3.468018415123910736e-02,2.039866784210011066e-02,1.715153296111274206e-02,1.790087177980213481e-02,1.203839749240865828e-02,1.746008423939661089e-02
6.038414845646895845e-02,1.759018383628165386e-02,6.018903919528269947e-02,9.915886229621920928e-03,1.107353451266042225e-02,2.863336801942421503e-02,1.038414845646895568e-02,3.971557405480401551e-03,1.811047519944502388e-02,2.621401318071453490e-02,1.528139091224418877e-01,2.220776968435657361e-02,2.884148456468956304e-02,2.553763440860215561e-02,1.666666666666666990e-02,6.405220256677073010e-02,2.877644814429414222e-02,6.242629205688519922e-02,6.673170308706209697e-02,1.096947624002774999e-02,5.509018383628164900e-02,3.319892473118279258e-02,2.246791536593826383e-02,1.177592785293097438e-02,5.148716614637530858e-02,3.111775927852931251e-02,9.343565730142212172e-03,1.985345126604231777e-02,1.749913284772806193e-02,2.267603191120361183e-02
4.666104711061160037e-02,3.136180575067902543e-02,8.543598389060598486e-02,2.850988105273016826e-02,2.190690268802097940e-02,4.858574505947362010e-02,1.405357310105835068e-02,7.942305891167931314e-03,3.546408167088133806e-02,2.433736068183946916e-02,1.426009178608223515e-01,2.553151634354219185e-02,4.697012269364053694e-02,2.074084480659361268e-02,3.786644188442445796e-02,2.997096562704880049e-02,3.573101058349722331e-02,5.690268802097967621e-02,3.542193500046829369e-02,7.829914770066500468e-03,2.179451156691954855e-02,2.346632949330336448e-02,1.429240423339889557e-02,8.181137023508474465e-03,5.941743935562423390e-02,2.650088976304205285e-02,5.301114545284256116e-03,2.680996534607099635e-02,1.864756017607942587e-02,1.176360400861665295e-02
3.483173310057220695e-02,3.747939094171272995e-02,3.795946077005139807e-02,1.130831151197750004e-02,7.627776161381050191e-03,4.763359518960333383e-02,2.384831733100572365e-02,1.095916981864028701e-02,3.039472408107846829e-02,2.896906216661817093e-02,1.341625448550092248e-01,2.541945495102318486e-02,4.497138977790708647e-02,2.991465425273980364e-02,9.011250121229755217e-02,4.556784017069149401e-02,3.762486664726989727e-02,5.342352827077877231e-02,4.661526525070312788e-02,7.220444185820967462e-03,7.816894578605371527e-03,1.347589952477936184e-02,2.304820095044127909e-02,1.407234991756376764e-02,5.419454951023178202e-02,2.566676365047037070e-02,1.577441567258267702e-02,3.631558529725535667e-02,1.573077296091552474e-02,7.860537290272523805e-03
6.277753903452226725e-02,3.228763787423005044e-02,2.347801174616816894e-02,5.396791290646039095e-03,7.309124767225326849e-03,5.242085661080074510e-02,1.939550207706632404e-02,2.113594040968342497e-02,1.046769803753043980e-02,2.416559232201690235e-02,1.571694599627560529e-01,2.607792579859619098e-02,3.908823950723392532e-02,3.335123907749605598e-02,7.533662799025929446e-02,4.727474573843289118e-02,4.808050422575561866e-02,4.165592322016902632e-02,4.658716516258416124e-02,1.139163443632717349e-02,5.611660220598768505e-03,1.270233490903882080e-02,3.035381750465548922e-02,2.814066752614238082e-02,3.750895287208135670e-02,1.340065893138518704e-02,2.359618965764216994e-02,4.006589313851884049e-02,1.094040968342644381e-02,1.283125626701045810e-02
7.534920927942895252e-02,2.894898775459971499e-02,3.278875146144851621e-02,2.002338317641991217e-02,1.370992554304350554e-02,4.233277952126022342e-02,1.441142083564088752e-02,8.024121592517382759e-03,1.090394437265398975e-02,3.267798904682788635e-02,1.587994584948618781e-01,3.653621315611346038e-02,2.493385022460156003e-02,3.376715279059750580e-02,6.910036305458125416e-02,4.606178081348840520e-02,4.187126946034090691e-02,3.787459233277952475e-02,4.344040366746661913e-02,1.228847455541197571e-02,3.122884745554119993e-03,1.398683157959509926e-02,2.778598240108300435e-02,1.322995507968740755e-02,4.528644391114392681e-02,3.109962463848378600e-02,1.721740200603039811e-02,3.977601378376715430e-02,1.313765306750354009e-02,1.151313765306750600e-02
4.307656581740976209e-02,4.417131104033970163e-02,3.098460721868364492e-02,3.598062632696390206e-02,8.114384288747344270e-03,3.673699575371549425e-02,1.394639065817409804e-02,1.994758492569002201e-02,1.670315817409766257e-02,1.995753715498938333e-02,1.693106422505307740e-01,2.759089702760084833e-02,1.210522823779193284e-02,2.999933651804671114e-02,4.152401804670912550e-02,5.272027600849257117e-02,3.194002123142250515e-02,5.432258492569001784e-02,6.761876326963905948e-02,4.247943205944798573e-02,7.955148619957537123e-03,1.468285562632696759e-02,1.296111995753715385e-02,1.839503715498938194e-02,4.483811040339701764e-02,2.641653397027600783e-02,1.878317409766454976e-02,2.010682059447983089e-02,2.094280785562632405e-02,1.568803078556263442e-02
3.908738401883395108e-02,3.285556017172137910e-02,2.065157180445921850e-02,1.666320454230716189e-02,9.693948206619579927e-03,2.860753358260628709e-02,1.513640769976457544e-02,1.395236116881318558e-02,1.645547708073673634e-02,2.594862207450491717e-02,1.544280570558094201e-01,2.051654895443844398e-02,3.382149286802382110e-02,3.540022157595899832e-02,2.643678160919540887e-02,3.936781609195402071e-02,2.851405622489959837e-02,5.173798642847251411e-02,6.919747957346628064e-02,6.760836449245258284e-02,3.534828971056640321e-03,6.931172967733001573e-03,1.933250242348705239e-02,5.166528181692285615e-02,3.349951530258966914e-02,3.678160919540229140e-02,1.180238194155934159e-02,5.118750865531089544e-02,2.270807367400637378e-02,1.647624982689378098e-02
3.263560460092251869e-02,4.245343609505459331e-02,1.809715653646289807e-02,1.357797629473929922e-02,2.693408069130612953e-02,2.789747182810766585e-02,1.854381969988906642e-02,1.246569743679570158e-02,1.717755590587960804e-02,2.597068955450458974e-02,1.755765749985403468e-01,2.739826005721959779e-02,3.819699889064050169e-02,4.510714077188066051e-02,4.758568342383371133e-03,4.328545571320137342e-02,3.842470952297541431e-02,5.348864366205406673e-02,6.358673439598294674e-02,8.279325042330822060e-02,3.532434168272319350e-03,4.478309102586559669e-03,1.521574122730192692e-02,3.132188941437495655e-02,2.356221171250073160e-02,2.228352893092777273e-02,1.446254452034799118e-02,2.405266538214515318e-02,2.109242716179132379e-02,3.162842295790272568e-02
3.519535441519913016e-02,4.535441519914157338e-02,1.488670075112036827e-02,2.528245913021523461e-02,8.353847124913211034e-03,3.922868143659660051e-02,9.783500599633907294e-03,1.135517263144606229e-02,1.576721580508742143e-02,2.516884428454206971e-02,1.662406109953922795e-01,3.276210313703213639e-02,2.851101432809442435e-02,2.550022091775547978e-02,4.803383197626712349e-03,4.408571608912453116e-02,3.094426560626143893e-02,4.034589408571608027e-02,8.885943318815882341e-02,8.345326011487723405e-02,1.069241936501925082e-02,9.395316543583916505e-03,9.906583349113172454e-03,4.519346083443791934e-02,4.336615539986112683e-02,2.549075301394937432e-02,7.634286435649813643e-03,2.466704538281890707e-02,2.473332070946158978e-02,2.303856592817016963e-02
