year,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29
199805,0.03908738401883395,0.03285556017172138,0.02065157180445922,0.016663204542307162,0.00969394820661958,0.028607533582606287,0.015136407699764575,0.013952361168813186,0.016455477080736736,0.025948622074504917,0.15442805705580942,0.020516548954438444,0.03382149286802382,0.035400221575959,0.02643678160919541,0.03936781609195402,0.0285140562248996,0.051737986428472514,0.06919747957346628,0.06760836449245258,0.0035348289710566403,0.006931172967733002,0.019332502423487052,0.051665281816922856,0.03349951530258967,0.03678160919540229,0.011802381941559342,0.051187508655310895,0.022708073674006374,0.01647624982689378
199806,0.03263560460092252,0.04245343609505459,0.018097156536462898,0.0135779762947393,0.02693408069130613,0.027897471828107666,0.018543819699889066,0.012465697436795702,0.017177555905879608,0.02597068955450459,0.17557657499854035,0.027398260057219598,0.0381969988906405,0.04510714077188066,0.004758568342383371,0.04328545571320137,0.038424709522975414,0.05348864366205407,0.06358673439598295,0.08279325042330822,0.0035324341682723194,0.00447830910258656,0.015215741227301927,0.03132188941437496,0.02356221171250073,0.022283528930927773,0.014462544520347991,0.024052665382145153,0.021092427161791324,0.031628422957902726
199807,0.03519535441519913,0.04535441519914157,0.014886700751120368,0.025282459130215235,0.008353847124913211,0.0392286814365966,0.009783500599633907,0.011355172631446062,0.01576721580508742,0.02516884428454207,0.16624061099539228,0.032762103137032136,0.028511014328094424,0.02550022091775548,0.004803383197626712,0.04408571608912453,0.03094426560626144,0.04034589408571608,0.08885943318815882,0.08345326011487723,0.01069241936501925,0.009395316543583917,0.009906583349113172,0.04519346083443792,0.04336615539986113,0.025490753013949374,0.007634286435649814,0.024667045382818907,0.02473332070946159,0.02303856592817017
199808,0.04007673419275629,0.021384284837323513,0.01583179864947821,0.016172498465316147,0.011209330877839162,0.031402701043585016,0.015067526089625537,0.005187231430325352,0.019662369551872318,0.023143032535297727,0.1427010435850215,0.03502148557397175,0.02786678944137508,0.0292756292203806,0.00398096992019644,0.05893492940454268,0.028152240638428482,0.03562001227747084,0.0600767341927563,0.06369551872314305,0.05438612645794967,0.010260896255371393,0.029432166973603437,0.08222222222222222,0.025150399017802326,0.03137507673419275,0.011964395334561081,0.05369551872314304,0.013815224063842852,0.003235113566605279
199809,0.02258886946386946,0.03176719114219114,0.034771998834498836,0.007073135198135197,0.012481789044289043,0.03384324009324009,0.02028336247086247,0.02882794289044289,0.021397872960372964,0.030488782051282054,0.1285766317016317,0.034050844988344986,0.07789918414918415,0.027003205128205133,0.00261509324009324,0.052243589743589745,0.018502331002331004,0.05235285547785549,0.0363891317016317,0.013181089743589744,0.09324009324009325,0.006308275058275058,0.0291120337995338,0.055248397435897434,0.030860285547785544,0.03231351981351981,0.020053904428904427,0.022851107226107226,0.017879516317016318,0.0057947261072261065
199810,0.022946164306855452,0.07479401647868171,0.04194064474842012,0.015182785377169827,0.004779617630589553,0.04248060155187585,0.018866490680745543,0.028501719862411005,0.020054395648348135,0.023822094232461406,0.13846092312614988,0.03837692984561235,0.05537956963442925,0.022514198864090874,0.005427565794736421,0.04244460443164546,0.028633709303255744,0.03298936085113191,0.040056795456363495,0.017546596272298216,0.09471242300615951,0.010167186625069992,0.019766418686505083,0.06646668266538677,0.025033997280217584,0.015122790176785856,0.006279497640188786,0.014750819934405246,0.02275417966562675,0.00974722022238221
199811,0.056741192411924136,0.026812330623306235,0.054027777777777786,0.0159180216802168,0.011039972899728998,0.05198509485094851,0.01725948509485095,0.020623306233062334,0.01609078590785908,0.025521680216802168,0.10127371273712737,0.03763550135501355,0.03264566395663956,0.011680216802168021,0.008651761517615176,0.0638550135501355,0.0306029810298103,0.022168021680216803,0.03386517615176152,0.004464769647696476,0.09255420054200543,0.011100948509485094,0.03178184281842819,0.10297086720867207,0.0281639566395664,0.02032859078590786,0.018550135501355015,0.03950542005420053,0.0057249322493224935,0.006456639566395664
199812,0.03862567204301075,0.04807627688172042,0.02654149865591398,0.023227486559139785,0.015477990591397848,0.05772849462365591,0.021060147849462366,0.013978494623655913,0.024084341397849464,0.021702788978494626,0.13946992607526879,0.016738071236559137,0.04272093413978494,0.020732526881720434,0.07181619623655915,0.06538978494623657,0.024437163978494623,0.021677587365591396,0.04285954301075269,0.004351478494623655,0.023630712365591403,0.004704301075268817,0.01825016801075269,0.07097194220430109,0.0378948252688172,0.025470430107526882,0.024978998655913978,0.022269825268817205,0.01687668010752688,0.014255712365591398
199901,0.028799965688797398,0.06679533367644536,0.026316692400068627,0.012459255446903414,0.009268313604391832,0.04259306913707325,0.02165894664607995,0.03642991936867387,0.02114427860696518,0.021916280665637333,0.11823640418596673,0.030614170526676966,0.02851689826728427,0.024000686224052152,0.10135529250300224,0.0583161777320295,0.05221736146851946,0.01728426831360439,0.0610825184422714,0.007132441242065535,0.00737690856064505,0.009731514839595128,0.017322868416538,0.07891576599759823,0.01772173614685195,0.02218648138617259,0.008496311545719675,0.01999914221993481,0.02216074798421685,0.009950248756218904
199902,0.041012927868370797,0.008608785074188335,0.03187894814161892,0.024353606581460262,0.006702659027471722,0.048196709269869256,0.018536065814602615,0.02289922138974585,0.018800499485823415,0.02184148670486264,0.10238357573086528,0.016607903628617603,0.04479212575290143,0.01737916850301161,0.08782870574408698,0.04111209049507859,0.03831350080799177,0.023163655060966654,0.05057661231085647,0.006228882033201116,0.006647568679300719,0.01830468635228441,0.033278242985162326,0.12200675774937561,0.03561407374761276,0.029223593359776694,0.0167291023945938,0.050984280887321876,0.009908917291023944,0.006085647127956516
199903,0.034223281684545095,0.046976559396106475,0.014807310290027815,0.016714342471195874,0.01075486690504569,0.04531982518871673,0.020731029002781093,0.018454509336511726,0.027644020659515302,0.02354390147000398,0.11931267381803734,0.028430671434247122,0.017405641636869296,0.022888359157727457,0.11276916964640445,0.04735796583234009,0.03555820421136273,0.029276916964640447,0.05217322208978943,0.01791815653555821,0.004831148192292413,0.003484306714342471,0.01243543901470004,0.1107071911005165,0.026821613031386575,0.02318633293603497,0.02007548669050457,0.025701231624950343,0.025403257846642834,0.005093365117203019
199904,0.024670781893004114,0.05490534979423869,0.019411522633744856,0.04227572016460905,0.0067325102880658435,0.043880658436213985,0.021411522633744857,0.02110288065843622,0.02326337448559671,0.020164609053497942,0.1405843621399177,0.017609053497942385,0.019979423868312755,0.027818930041152268,0.08780658436213992,0.03928806584362139,0.019781893004115227,0.022497942386831275,0.06316460905349794,0.05213991769547325,0.0034855967078189303,0.010411522633744855,0.014818930041152265,0.0739300411522634,0.023670781893004117,0.024510288065843624,0.014152263374485594,0.02788065843621399,0.026633744855967083,0.012016460905349793
199905,0.05631550132957923,0.017472235257312688,0.021895041451587674,0.019032535585796963,0.009600344126388235,0.055294853746285,0.0203347411231034,0.011395276083216017,0.027690442671672144,0.02866416392929767,0.13393164398560925,0.022129673079931182,0.020287814797434696,0.024065384013765057,0.016967777256374158,0.04373924605036759,0.02007664633192554,0.057007664633192554,0.04466604098232442,0.08933990301892696,0.0023854215548255913,0.008427185984670734,0.03185515407476928,0.10123572657594244,0.018070545909588613,0.03428359142812451,0.006796496167683404,0.0397387767871109,0.010245581104332862,0.0070545909588612555
199906,0.023485354097144976,0.03869113830181683,0.019269558769002597,0.011460882461994809,0.009992584352984796,0.06468668891360771,0.019558769002595476,0.014074898034853543,0.03416388579903596,0.025821282906933633,0.1168446421950315,0.0425064886911383,0.017556544308490914,0.022829069336299593,0.005454208379681127,0.046310715609936964,0.024152762328513162,0.04585465331850204,0.0521394141638858,0.0871116054875788,0.0058546533185020394,0.006332962550982574,0.011627734519836857,0.09852428624397477,0.026054875787912497,0.02306266221727846,0.01645532072673341,0.035698924731182795,0.03420837968112718,0.02021505376344086
199907,0.016498881431767337,0.060226294957838586,0.009993976940285665,0.012626914472552056,0.0025985200481844777,0.05840647048700739,0.01492428153501979,0.028205128205128206,0.02863104457064189,0.02009981070383755,0.09072448803992429,0.034619686800894854,0.02031922216485975,0.022655308896919638,0.003282567544312511,0.04925572190672862,0.02300378592324901,0.023829805541214936,0.056044570641886074,0.10342453966615042,0.012626914472552056,0.014356393047668215,0.007270693512304251,0.1381560832903115,0.03463259335742557,0.028579418344519013,0.021145241782825678,0.017647564963001204,0.03057993460678024,0.015634142144209256
199908,0.042781714603306924,0.03419480339030151,0.018646658329859667,0.013363206891760454,0.005891343615395303,0.05248367375295262,0.0171147700430735,0.011664582464915937,0.02556620814228151,0.0316833402806725,0.08978046408225651,0.03673752952619146,0.017677504515770458,0.02075170209809643,0.003869667917187717,0.03792552452410726,0.029984715853827986,0.03130818396554119,0.05033694594970125,0.06851118521606225,0.038384048909267755,0.013602890093094344,0.03406975128525774,0.11251910518271502,0.033538279838821725,0.03494511602056412,0.012081422815061832,0.07331527025149369,0.005432819230234819,0.001837571210226483
199909,0.03276130438166394,0.04071133940384465,0.018087010662308355,0.020141645264222897,0.008420888785119464,0.05382130905128803,0.019581290372791663,0.015261888084675851,0.04737722779982878,0.021414117830181337,0.0841972137909565,0.02911899758736088,0.02415752198614678,0.046396606739824105,0.0028757101719978206,0.039555607440267725,0.029971203984745898,0.030356447972604873,0.0400342439100319,0.012693594832282667,0.08259786753832984,0.0026305549069966534,0.016826212156588062,0.11986146781850726,0.029107323527122732,0.047062028173398704,0.006903260954159858,0.04065296910265391,0.026037045684489068,0.011386100085609776
199910,0.016527628274129888,0.059544312881234296,0.013432902762827412,0.01235647649802655,0.004242913527090061,0.057566379619662725,0.01533010405453893,0.013809651955507716,0.03192052386078221,0.017012020093290274,0.11543774668101903,0.018384463580911375,0.027924291352709008,0.06017671331180481,0.004565841406530319,0.04860513096519555,0.023066917832795124,0.029377466810190173,0.06324452816648726,0.012020093290276281,0.1011347326874776,0.00846788661643344,0.012343021169716542,0.1131637961966272,0.0325529242913527,0.04092213850017941,0.0065841406530319346,0.003220308575529243,0.024883387154646573,0.012181557229996412
199911,0.0495366440294284,0.01992076966610074,0.018541312959818902,0.010094793435200906,0.008089275608375779,0.05204088851160158,0.02033460667798529,0.005659309564233164,0.029714912280701757,0.024600311262026033,0.09424165251839277,0.023698358800226367,0.017363469156762873,0.04051711941143181,0.01566567628749293,0.05143604980192416,0.03585880022637239,0.030213638936049798,0.04849674589700056,0.01003112620260328,0.07557654216185626,0.031402093944538766,0.02654216185625354,0.1048953027730617,0.02314657611771364,0.039625778155065086,0.00394029428409734,0.06282187323146576,0.013352433503112621,0.012641482739105828
199912,0.030478782802903403,0.04134561697375767,0.010158431044109437,0.022993439419318813,0.005552065884980458,0.03272962032384143,0.017047040759352317,0.011289084310441094,0.02899218313791178,0.016073422668900057,0.11837660524846454,0.040707007258514796,0.018502233389168062,0.04228782802903406,0.09667434394193188,0.07385189838079284,0.024898799553322165,0.026772752652149633,0.03655080960357342,0.002463707426018984,0.023087660524846454,0.006483807928531546,0.011864879955332216,0.11527777777777777,0.03301228364042434,0.025767727526521494,0.006483807928531547,0.043125348967057504,0.026563372417643772,0.010587660524846451
200001,0.03611740041928721,0.06412997903563941,0.014922431865828093,0.025337526205450732,0.005853249475890986,0.03363941299790356,0.022280922431865833,0.010872117400419285,0.03031865828092243,0.01966457023060797,0.09843186582809224,0.020733752620545078,0.02350104821802935,0.0349979035639413,0.1305828092243186,0.04375262054507337,0.028280922431865835,0.018884696016771486,0.05054507337526205,0.005337526205450733,0.00410482180293501,0.01937526205450734,0.008142557651991613,0.144104821802935,0.022809224318658287,0.035941299790356394,0.004167714884696017,0.00957651991614256,0.021727463312368977,0.011865828092243189
200002,0.06164078228357781,0.007585562266321541,0.010206356054069601,0.014283146390566579,0.014164509634742594,0.04520419902214552,0.01924431981593328,0.011274086856485474,0.012784009203336211,0.027192982456140352,0.07105622663215415,0.021067011791774524,0.01790696002300834,0.03158254242162784,0.11137115329306871,0.036392723612309455,0.015577365545010066,0.0737417313776244,0.04563560540696003,0.0045980730514811625,0.0028832326718435434,0.015415588150704632,0.03819384526890998,0.1284656312913431,0.031528616623526025,0.03862525165372448,0.010626977279263731,0.0578875467356917,0.012126114466494104,0.01173784872016106
200003,0.03190132633726862,0.04016542778020697,0.021472817373560705,0.02644658213088471,0.007349511732983529,0.032436962541903515,0.012771461886022444,0.01130666083661274,0.02910290045182918,0.018641597434776273,0.10568794636350387,0.0484513919253753,0.013121265121702374,0.03624107272992275,0.09805786328523539,0.05984185978720304,0.016980032065296604,0.03770587377933245,0.0410071418160618,0.013274304037312345,0.0028457950736044306,0.0071746101151435645,0.007830491182043434,0.14914006704562016,0.04095248506048681,0.02533158431715493,0.008289607928873342,0.02724457076227955,0.01696910071418161,0.012257688383617547
200004,0.03333724294315427,0.04153569473766518,0.008941277660489483,0.03664477285166941,0.011885213855657205,0.026651810149347095,0.023391195558683242,0.011697552584252091,0.03723121432481037,0.020353428727812966,0.09962858706701071,0.0204941746813668,0.012624130111814841,0.03519039799827977,0.07669872546719839,0.048479161779654396,0.026370318242239427,0.03988192978340761,0.05217374306044257,0.057545546954413954,0.004636797247634687,0.00687700367503323,0.00969192274610994,0.14295488310266635,0.01668230510595043,0.02558448666823051,0.017198373602314486,0.026253029947611233,0.01662366095863633,0.012741418406443036
200005,0.0457931467105779,0.024398180820199167,0.015788441935230928,0.010507331608249038,0.011518858307849133,0.03164353485454402,0.0216694111189524,0.027832666823492513,0.028844193523092605,0.028291382419822785,0.07730337959695757,0.03133772445699051,0.013283149062965577,0.023586607072845607,0.017352779738100836,0.04669881596487101,0.010589665176821141,0.06275386183643064,0.04111189524033561,0.09171175409707519,0.0038030267388065543,0.019093546616482396,0.023810083901827022,0.14488747745628477,0.036277738571316547,0.025868423116129535,0.012530385007449227,0.04653414882772681,0.013541911707049322,0.011636477691523563
200006,0.035139955028301154,0.040966891525160885,0.0049817787082267195,0.012262541676358844,0.009587500969217646,0.03537256726370473,0.01720555167868497,0.015309761960145774,0.04306040164379313,0.017019461890362096,0.05284174614251376,0.033116228580289994,0.01943862913855935,0.0387919671241374,0.005005039931767078,0.05671473986198341,0.01657749864309529,0.0631697293944328,0.042955726137861514,0.12042723113902457,0.004830580755214391,0.011867100876172753,0.012681243700085294,0.16877568426765913,0.018438396526323952,0.030289989920136463,0.007959215321392573,0.030173683802434674,0.020299294409552606,0.014739861983406996
200007,0.032052673467911144,0.054431661963678456,0.012875334635699297,0.02555169669343752,0.007155777440127344,0.03820635265176181,0.014579263439693221,0.009879892916576224,0.03964980826278851,0.015490919615078504,0.059771362419506556,0.038249764850589674,0.009782215469213516,0.036068301859489185,0.0044099558642645255,0.04466391722740757,0.03514579263439693,0.03396281021633746,0.062408653498299695,0.10280370450763329,0.020179437088488527,0.007459662831922437,0.01541494826712973,0.15755734027928517,0.028731640257579044,0.02719050719918964,0.006157296867086318,0.011171405831705375,0.03001230012300123,0.01898560162072209
200008,0.039654120926990756,0.01282453389092176,0.015974037288726258,0.025919149677644186,0.008995469594005923,0.030244816170064477,0.023266248475344135,0.009701167450775396,0.034217633734100014,0.02508276703258407,0.061308590346750305,0.035772782714758665,0.006303362955218679,0.04391444502526572,0.002866353023174769,0.05781930649939012,0.016823488412615436,0.027225997560550625,0.060145495730963575,0.08070221292908174,0.048410001742463835,0.013660916535981879,0.026755532322704306,0.15676075971423592,0.029996515072312248,0.03259714235929605,0.009871057675553232,0.042751350409479,0.01617006447116222,0.004264680257884649
200009,0.023352011829714376,0.034430694995719505,0.01172464783251615,0.017748462915401976,0.007755467351544867,0.024904661841388433,0.02246478325161492,0.014818273795626119,0.032446104755233865,0.012903727916569385,0.062495135808234105,0.03106856564713207,0.011631255350610943,0.04754066464316289,0.00413650867771811,0.04508911199315121,0.02617713440734688,0.03626352245310919,0.053097517316522694,0.015658806132772977,0.1137559343139544,0.010592263989415516,0.015028406879912835,0.17076037045684492,0.022196279866137446,0.050926142112226624,0.010930811736321893,0.018145380963499106,0.03464082808000622,0.017316522686590397
200010,0.03276994331536016,0.04140743813078943,0.01289229918429421,0.01878197151942486,0.009200884833402461,0.02339623945803954,0.012156090142402874,0.015318678280105075,0.024868657541822204,0.01196944559657127,0.07417392506567122,0.03832780312456795,0.020461772431909303,0.0632966957002627,0.00481473800635974,0.0419155260611088,0.023095534356421955,0.032417392506567125,0.070658786119176,0.006629337757500346,0.11360776994331537,0.02029586616894788,0.018844186368035396,0.1302295036637633,0.02457832158163971,0.04103414903912623,0.017610258537259782,0.017630996820129963,0.021778653394165633,0.015837135351859533
200011,0.02133471645919779,0.010481500691562931,0.02601573305670816,0.01594052558782849,0.01157071230982019,0.02525069156293223,0.016614799446749658,0.024563450899031815,0.019208160442600274,0.013360131396957122,0.06630359612724758,0.03522216459197787,0.01927299446749654,0.04057745504840939,0.014021438450899032,0.06007952973720608,0.020362206085753804,0.0333030774550484,0.0555411479944675,0.009210753803596126,0.10493170816044262,0.013424965421853388,0.024343015214384513,0.16732797372060854,0.025341459197787,0.041627766251728905,0.012971127247579529,0.04186116874135545,0.018054114799446748,0.011881915629322268
200012,0.0286700079901213,0.041592213263601366,0.015976610735817538,0.02629476283867218,0.004078593738650395,0.03199317207815792,0.02023679814048086,0.03481513764799883,0.04461029999273625,0.017371250090796833,0.06396092104307402,0.02605505919953512,0.024791167284085133,0.03555603980533159,0.0784085131110627,0.04580881818842159,0.01738214571075761,0.029661509406551895,0.04815137647998837,0.008513111062686134,0.03869397835403502,0.01260986416793782,0.014483910801191251,0.15918863950025422,0.02734074235490666,0.042387593520737996,0.010071184717077068,0.016292583714680033,0.027384324834749764,0.007619670225902521
200101,0.040986100830660406,0.0592811908874085,0.017090221235298957,0.030314993009293533,0.007319680894810429,0.04308331277243194,0.01964388518792664,0.03304136853359651,0.02880993502755161,0.013019162760095404,0.047771198289333,0.037137100090467966,0.021469693231351263,0.038654494613043835,0.12076651040381611,0.03253557035940456,0.01667077884694465,0.029513117855086767,0.04693231351262439,0.007245661649806727,0.00826959453902459,0.011797845217534339,0.02271568385558023,0.1563080845464265,0.030389012254297233,0.03420100337198783,0.008146229130685087,0.010921950818323875,0.01864462538037668,0.0073196808948104266
200102,0.035533165407220825,0.019651553316540726,0.025633921074727117,0.01616288832913518,0.010180520570948783,0.03604953820319059,0.015356842989084801,0.030973971452560874,0.019185558354324096,0.030180520570948777,0.06452560873215785,0.03943744752308984,0.022686817800167926,0.0319311502938707,0.12191855583543243,0.04104953820319059,0.016931150293870698,0.035167926112510496,0.051439966414777494,0.0034928631402183037,0.008215785054575986,0.0038581024349286313,0.03757346767422334,0.13910999160369436,0.029109991603694374,0.03613769941225862,0.016502938706968933,0.040079764903442484,0.014223341729638957,0.007699412258606214
200103,0.029042497572634253,0.04563447606243932,0.01883635820449623,0.03938307565912316,0.007341847785495556,0.035686010904473826,0.020606467996116214,0.031059078347897534,0.022544626185674807,0.014803196653969678,0.04521995668085742,0.05023900216595713,0.021883635820449623,0.02518858764657555,0.11552020315184108,0.03990962730599746,0.022466203599970126,0.014545522443797147,0.04599297931137501,0.014299051460153861,0.004339383075659123,0.012282470684890582,0.020875345432817986,0.15271491522891928,0.02120023900216596,0.02932257823586526,0.02992755246844424,0.02621928448726567,0.02177160355515722,0.02114422286951976
200104,0.03917962729438139,0.04657769370884125,0.017531876138433516,0.024814347765167437,0.007075802157769371,0.039515903040493204,0.016764747092615946,0.04015692868151884,0.026611321283452432,0.013118256970715989,0.04257391060669748,0.03478702536079585,0.023963149782821914,0.030457475129606275,0.09402409976180469,0.046157349026201486,0.01909766008126664,0.03279038811825697,0.03605856802578114,0.036300266218299,0.003555415440661342,0.016197281771052265,0.020800056045957686,0.1703692027462519,0.029837466722712626,0.03593246462098921,0.010764326747933305,0.014032506655457477,0.02152515062351128,0.00942973238055205
200105,0.04255649717514124,0.015120056497175141,0.01729166666666667,0.019992937853107344,0.006179378531073446,0.04161370056497175,0.01764124293785311,0.029357344632768356,0.01611581920903955,0.02109463276836158,0.060829802259887024,0.037853107344632764,0.02756709039548022,0.016910310734463273,0.02431497175141243,0.058954802259886994,0.022302259887005647,0.01941031073446328,0.042143361581920905,0.09687853107344632,0.0016560734463276837,0.012630649717514125,0.02875353107344633,0.17332980225988698,0.024558615819209036,0.03883827683615819,0.020130649717514125,0.03659251412429378,0.02014124293785311,0.009240819209039547
200106,0.027293064876957495,0.04087168424416746,0.010430648769574944,0.02543544263342921,0.004558165548098434,0.0369407158836689,0.020833333333333336,0.030936401406200065,0.03417225950782997,0.012000639181847232,0.03058884627676574,0.061197666986257594,0.02610658357302653,0.01878395653563439,0.002484819431128156,0.04992010226909555,0.0171780121444551,0.011856823266219238,0.03420821348673697,0.1280361137743688,0.003731224033237456,0.008812719718759987,0.019766698625759027,0.21074224992010224,0.022415308405241294,0.03636545222115691,0.02651406200063918,0.015104666027484823,0.022834771492489615,0.00987935442633429
200107,0.01494330050731125,0.047732020292450016,0.010075350641599524,0.04360265592360489,0.005655028349746344,0.03890256639809013,0.018949567293345272,0.014148761563712326,0.03194195762458967,0.015435690838555654,0.054692629065950474,0.022004625484929874,0.023560131304088332,0.022642494777678306,0.010690838555655027,0.03481796478663085,0.02220605789316622,0.021266039988063264,0.04868322888689943,0.12887570874365858,0.009493434795583408,0.005364070426738287,0.008978663085646075,0.2453148313936139,0.018513130408833185,0.03244553864518053,0.006371232467920024,0.009258430319307667,0.024298716800954936,0.009135332736496566
